portal_id,title_ru,title_en
150,"[Общая таблица станков, объема оболочки и др.] К.Э. Циолковского ""Нужные таблицы и трение""","[A general table of machine tools, envelope volume, etc.] by K. E. Tsiolkovsky, ""Needed Tables and Friction"""
151,Смета по металлическому дирижаблю системы К.Э. Циолковского и объяснительная записка к ней,Estimate for the metal airship of K. E. Tsiolkovsky's system and an explanatory note to it
152,"Статья К.Э. Циолковского ""Четыре способа носиться над сушей и водой""","An article by K. E. Tsiolkovsky, ""Four Ways to Travel Over Land and Water"""
153,"Формулы, вычисления, таблицы К.Э. Циолковского ""Моменты: 1) поперечного давления газов; 2) момент тяжести оболочки; 3) подъемной силы газа""","Formulas, calculations, tables by K. E. Tsiolkovsky, ""Moments: 1) transverse pressure of gases; 2) moment of the weight of the envelope; 3) lifting force of the gas"""
154,"[Статья] К.Э. Циолковского ""Нет удобнее сообщения..."" [о дирижадлях]","[An article] by K. E. Tsiolkovsky, ""There Is No More Convenient Means of Communication..."" [on airships]"
155,"Пояснения к таблицам, расчеты К.Э. Циолковского ""Выводы из таблиц от 21 - 27 июня 1925 г.""","Explanations of tables, calculations by K. E. Tsiolkovsky, ""Conclusions from the Tables of 21-27 June 1925"""
156,Ответы на возражения К.Э. Циолковского против его дирижабля,Answers to objections against K. E. Tsiolkovsky's airship
157,"Описание К.Э. Циолковским ""I-й шаг. Приемы работ и соответствующие орудия"" и таблицы моделей дирижабля","Description by K. E. Tsiolkovsky, ""Step I. Working Methods and the Corresponding Tools"" and tables of airship models"
158,"Статья К.Э. Циолковского ""Для всех учреждений и лиц, прикосновенных к строительству металлических дирижаблей""","An article by K. E. Tsiolkovsky, ""For All Institutions and Persons Involved in the Construction of Metal Airships"""
159,"Расчеты и таблицы К.Э. Циолковского ""Латунная модель"" для построения латунной модели дирижабля","Calculations and tables by K. E. Tsiolkovsky, ""Brass Model"" for building a brass model of the airship"
160,"К.Э. Циолковский ""Интересующимся от К. Циолковского"" [""Железная модель""] Описание устройства модели дирижабля","K. E. Tsiolkovsky, ""To Those Interested, from K. Tsiolkovsky"" [""The Iron Model""]. Description of the design of the airship model"
161,"Статья К.Э. Циолковского ""В этом году в печати..."" в редакцию ""Аэростата"" для напечатания","An article by K. E. Tsiolkovsky, ""This Year in the Press..."" to the editors of ""Aerostat"" for publication"
162,"Статья К.Э. Циолковского ""Дирижабль из волнистой стали""","An article by K. E. Tsiolkovsky, ""An Airship of Corrugated Steel"""
163,"Расчеты и формулы К.Э. Циолковского ""Нагревание дирижабля"" [опыты нагрева]","Calculations and formulas by K. E. Tsiolkovsky, ""Heating of the Airship"" [heating experiments]"
164,"Описание работ по газовому воздухоплаванию, проведенных К.Э. Циолковским",Description of work on gas aeronautics carried out by K. E. Tsiolkovsky
165,"Чертежи, пояснения, расчеты и заметки К.Э. Циолковского ""План постройки железной модели в 4 метра высоты [плоская] и 20 метров длины""","Drawings, explanations, calculations and notes by K. E. Tsiolkovsky, ""Plan for Building an Iron Model 4 Metres High [flat] and 20 Metres Long"""
166,"Инструкция К.Э. Циолковского ""Практический способ определения газовых потерь"" товарищу Рапопорту","Instruction by K. E. Tsiolkovsky, ""A Practical Method for Determining Gas Losses"", to comrade Rapoport"
167,"Подборка документов об экспертизе апрельской модели дирижабля 1926 г., сделанная К.Э. Циолковским ""История. 1926 г."" [письма К.Э. Циолковского и Я.А. Рапопорта о проведении экспертизы]","A collection of documents on the examination of the April 1926 airship model, compiled by K. E. Tsiolkovsky, ""History. 1926"" [letters of K. E. Tsiolkovsky and Ya. A. Rapoport on the conduct of the examination]"
